11	{{-97.0957799997466,36.6824099996227},{-97.307716,37.754778}}
12	{{-94.6092,39.1257},{-94.6092661263354,39.1255908163626},{-94.8859731768485,38.5075840934005},{-94.886,38.5075}}
13	{{-94.6092,39.1257},{-94.886,38.5075}}
14	{{-97.493984,35.452526},{-97.461454,35.46545},{-97.456295,35.482128},{-97.442007,35.482687},{-97.441888,35.500414},{-97.447444,35.521877},{-97.508457,35.594745},{-97.531186,35.610136},{-97.561246,35.652174},{-97.561437,35.652355},{-97.619964,35.725844},{-97.621696,35.857595},{-97.614498,35.875976},{-97.622934,35.898093},{-97.622077,36.083667},{-97.638912,36.108806},{-97.640256,36.164698},{-97.640201,36.332822},{-97.727896,36.404896},{-97.811404,36.405098},{-97.8115589112021,36.4115453973951}}
15	{{-97.8115589112021,36.4115453973951},{-97.811546,36.417555},{-97.681716,36.4406},{-97.461563,36.515147},{-97.278929,36.563959},{-97.219554,36.59387},{-97.201915,36.620699},{-97.111086,36.636496},{-97.085578,36.667552}}
16	{{-97.6794011508014,38.340951415662},{-97.6794287803031,38.3409220485197},{-97.6880867145524,38.3424922192198},{-97.764788,38.360026},{-97.79763,38.372191},{-97.827472,38.379879},{-97.843031,38.379679},{-97.866437,38.387652},{-97.88373,38.396792},{-97.902992,38.404286},{-97.908608,38.40491},{-97.924671,38.400732},{-97.929624,38.401816},{-98.006099,38.431426},{-98.09533,38.452991},{-98.181481,38.478169},{-98.243279,38.491843},{-98.305165,38.511696},{-98.343856,38.522557},{-98.351862,38.525835},{-98.352008,38.526458},{-98.336391,38.537303},{-98.333532,38.538034},{-98.326658,38.544428},{-98.318135,38.55684},{-98.315941,38.557836},{-98.299078,38.580603},{-98.296153,38.582364},{-98.272367,38.608847},{-98.245143,38.641698},{-98.229052,38.657372},{-98.221262,38.666452},{-98.21596,38.675274},{-98.208195,38.683228},{-98.204638,38.684823},{-98.194369,38.69774},{-98.190513,38.700231},{-98.190147,38.703387},{-98.181978,38.711019},{-98.181413,38.713377},{-98.155883,38.739678},{-98.154487,38.739579},{-98.154221,38.741406},{-98.141968,38.755242},{-98.124727,38.772201},{-98.113442,38.781807},{-98.088004,38.806137},{-98.076093,38.815047},{-98.061052,38.829819},{-98.057992,38.832872},{-98.052432,38.843478},{-98.037577,38.851759},{-98.033414,38.855211},{-98.032794,38.856686},{-98.018053,38.871692},{-98.012739,38.878515},{-97.97745,38.916288},{-97.939245,38.946374},{-97.934023,38.949526},{-97.927358,38.954865},{-97.879095,38.997957},{-97.872599,39.004676},{-97.869522,39.010142},{-97.852379,39.03285},{-97.817535,39.063672},{-97.76743,39.104491},{-97.750053,39.124458},{-97.745038,39.127191},{-97.74296,39.130169},{-97.737946,39.134838},{-97.727461,39.143038},{-97.698417,39.170108},{-97.67703,39.193167},{-97.673953,39.195558},{-97.667457,39.197494},{-97.66495,39.200114},{-97.664038,39.205238},{-97.646688,39.217672},{-97.640384,39.21998},{-97.628532,39.22966},{-97.585605,39.267574},{-97.55001,39.301859},{-97.532342,39.317377},{-97.529079,39.318907},{-97.521877,39.326302},{-97.505052,39.341139},{-97.497508,39.348745},{-97.495477,39.354301},{-97.491474,39.357605},{-97.490808,39.3603},{-97.489643,39.361498},{-97.480692,39.364972},{-97.472986,39.37407},{-97.463444,39.383406},{-97.448892,39.396072},{-97.447094,39.396338},{-97.445487,39.401607},{-97.444422,39.403004},{-97.400709,39.440036},{-97.377756,39.461531},{-97.373879,39.466401},{-97.36219,39.475551},{-97.340579,39.496855},{-97.320177,39.51944},{-97.31335,39.525831},{-97.302711,39.544433},{-97.304329,39.547584},{-97.291556,39.554032},{-97.28608,39.555524},{-97.269983,39.567299},{-97.261263,39.572456},{-97.243898,39.587257},{-97.230705,39.602399},{-97.207992,39.618483},{-97.195513,39.628993},{-97.107579,39.715756},{-97.090643,39.737133},{-97.056486,39.770896},{-97.019492,39.809289},{-96.98324,39.842297},{-96.948753,39.882451},{-96.940017,39.888864},{-96.922682,39.910649},{-96.920364,39.916884},{-96.914838,39.92205},{-96.909668,39.924722},{-96.903428,39.929531},{-96.878011,39.9517},{-96.840517,39.991654},{-96.834187,40.002161},{-96.824956,40.013985},{-96.808668,40.031549},{-96.799204,40.03933},{-96.794239,40.047178},{-96.789886,40.056252},{-96.781043,40.065324},{-96.77933,40.067581},{-96.778602,40.070239},{-96.773917,40.073582},{-96.749745,40.095803},{-96.741451,40.105051},{-96.739837,40.105535},{-96.728008,40.117235},{-96.713832,40.132649},{-96.704694,40.1441},{-96.695811,40.153012},{-96.686804,40.164116},{-96.67731,40.173105},{-96.674226,40.173463},{-96.669597,40.175521},{-96.669192,40.182109},{-96.667042,40.183321},{-96.662576,40.188391},{-96.658956,40.196208},{-96.637851,40.213189},{-96.629048,40.222059},{-96.614198,40.234065},{-96.594336,40.254603},{-96.593069,40.257786},{-96.585382,40.262931},{-96.5872,40.2742},{-96.586982,40.277371},{-96.586011,40.279542},{-96.583151,40.28129},{-96.56797,40.285988},{-96.548695,40.307202},{-96.537511,40.316609},{-96.532831,40.322351},{-96.529092,40.32525},{-96.477692,40.383424},{-96.467825,40.395225},{-96.46398,40.405079},{-96.456971,40.413468},{-96.454736,40.413716},{-96.451224,40.419139},{-96.430548,40.437837},{-96.419959,40.45044},{-96.412026,40.458222},{-96.409117,40.459853},{-96.40816,40.462972},{-96.405854,40.464461},{-96.405215,40.46634},{-96.397715,40.472451},{-96.381535,40.488901},{-96.377952,40.491488},{-96.346946,40.523487},{-96.344409,40.524735},{-96.339988,40.528687},{-96.331651,40.538172},{-96.324527,40.543193},{-96.319546,40.548923},{-96.291396,40.574977},{-96.284863,40.584851},{-96.27547,40.592396},{-96.264508,40.603623},{-96.259684,40.606419},{-96.255953,40.611953},{-96.25216,40.615853},{-96.243265,40.62116},{-96.239458,40.627908},{-96.228271,40.638975},{-96.225067,40.644678},{-96.213182,40.648666},{-96.210924,40.662529},{-96.205253,40.670036},{-96.188191,40.68258},{-96.18705,40.684604},{-96.184656,40.684824},{-96.174059,40.697074},{-96.17277,40.700386},{-96.16564,40.705478},{-96.160558,40.710299},{-96.149701,40.723024},{-96.146314,40.724055},{-96.144178,40.730016},{-96.136385,40.736878},{-96.133697,40.73813},{-96.130763,40.740869},{-96.127301,40.742046},{-96.121873,40.749751},{-96.111285,40.759813},{-96.109444,40.760291},{-96.097262,40.772828},{-96.084273,40.784747},{-96.077415,40.788153},{-96.071352,40.793478},{-96.066331,40.799843},{-96.053326,40.81273},{-96.052709,40.814682},{-96.048425,40.81809},{-96.043466,40.827615},{-96.041049,40.830801},{-96.037912,40.832343},{-96.034929,40.835528},{-96.030389,40.838111},{-96.030132,40.840013},{-96.027407,40.843969},{-96.024903,40.84476},{-96.019404,40.850634},{-96.010896,40.857708},{-96.004242,40.865801},{-96.002631,40.869725},{-96.000445,40.871224},{-95.996596,40.877233},{-95.987161,40.886071},{-95.982864,40.891458},{-95.952514,40.900952},{-95.939845,40.906281},{-95.933953,40.90957},{-95.924742,40.911694},{-95.921207,40.913765},{-95.914714,40.914806},{-95.911317,40.917528},{-95.909106,40.92073},{-95.908813,40.927951},{-95.906602,40.931185},{-95.900779,40.935142},{-95.89844,40.938184},{-95.896669,40.944507},{-95.894586,40.944795},{-95.893101,40.950607},{-95.890794,40.952144},{-95.885818,40.962724},{-95.885625,40.968023},{-95.889025,40.974026},{-95.889153,40.976716},{-95.887968,40.977613},{-95.888,40.979534},{-95.891563,40.982461},{-95.89586,40.982574},{-95.895802,40.98451},{-95.88846,40.987885},{-95.878294,40.997006},{-95.871244,41.000847},{-95.868983,41.002739},{-95.866076,41.007617},{-95.854436,41.012351},{-95.835767,41.025094},{-95.788004,41.050502},{-95.771707,41.063175},{-95.769172,41.066793},{-95.766659,41.068553},{-95.750884,41.070474},{-95.73535,41.074981},{-95.675742,41.08543},{-95.634745,41.08955},{-95.579583,41.09709},{-95.561871,41.102423},{-95.546375,41.10421},{-95.532059,41.108188},{-95.507142,41.110664},{-95.499529,41.112942},{-95.489909,41.114274},{-95.468953,41.115062},{-95.464521,41.119304},{-95.442925,41.123551},{-95.4116125000552,41.1272648085109},{-95.4041136520653,41.1278780438967},{-95.383411,41.129162},{-95.363855,41.137501},{-95.264884,41.159166},{-95.150572,41.188541},{-95.149204,41.189772},{-95.12167,41.195631},{-95.117884,41.197107},{-95.094633,41.202576},{-95.092764,41.203943},{-95.066603,41.209537},{-95.044743,41.213297},{-95.035961,41.216257},{-95.032419,41.215816},{-95.024615,41.216504},{-95.004877,41.221628},{-94.989345,41.221517},{-94.977252,41.227455},{-94.942328,41.238884},{-94.933061,41.243105},{-94.926371,41.24275},{-94.918446,41.243929},{-94.9182379254527,41.2440087433648},{-94.911153,41.246724},{-94.883693,41.254729},{-94.879293,41.261005},{-94.864282,41.261396},{-94.851934,41.264983},{-94.82651,41.268421},{-94.82501,41.269868},{-94.808609,41.272942},{-94.806799,41.274406},{-94.781912,41.278793},{-94.771899,41.281509},{-94.757763,41.281507},{-94.750079,41.286692},{-94.744318,41.286421},{-94.736179,41.289629},{-94.72423,41.291924},{-94.712592,41.295466},{-94.667094,41.303992},{-94.656015,41.307775},{-94.648352,41.309365},{-94.646863,41.310395},{-94.639411,41.311091},{-94.635469,41.312404},{-94.612141,41.315808},{-94.608743,41.316866},{-94.59198,41.316975},{-94.590769,41.317902},{-94.576004,41.319599},{-94.547991,41.328434},{-94.540696,41.328694},{-94.533449,41.33096},{-94.520695,41.333489},{-94.515531,41.335397},{-94.511645,41.335705},{-94.496966,41.339542},{-94.466153,41.346012},{-94.465304,41.346912},{-94.461855,41.347246},{-94.454939,41.349952},{-94.445223,41.350496},{-94.437191,41.352382},{-94.434137,41.354155},{-94.43242,41.353887},{-94.411518,41.357155},{-94.401037,41.35979},{-94.398325,41.363248},{-94.369046,41.373274},{-94.366499,41.375205},{-94.356312,41.375268},{-94.353575,41.374322},{-94.332478,41.374217},{-94.326849,41.374437},{-94.32327,41.376007},{-94.317896,41.375865},{-94.299967,41.381766},{-94.294672,41.382312},{-94.267349,41.38856},{-94.266448,41.389606},{-94.261782,41.390722},{-94.252631,41.39183},{-94.248319,41.394213},{-94.24511,41.397195},{-94.239946,41.398909},{-94.2187,41.400741},{-94.197438,41.404578},{-94.191523,41.404871},{-94.171486,41.409752},{-94.140759,41.418928},{-94.098872,41.425242},{-94.076085,41.429469},{-94.068638,41.429657},{-94.064167,41.43053},{-94.058168,41.433993},{-94.054702,41.433161},{-94.045442,41.433249},{-94.032087,41.434453},{-94.027937,41.436661},{-94.017005,41.438358},{-93.999961,41.444569},{-93.992292,41.448441},{-93.937198,41.459545},{-93.930472,41.459976},{-93.921046,41.46305},{-93.907344,41.4631},{-93.901342,41.465769},{-93.890074,41.468459},{-93.886918,41.470546},{-93.883701,41.471349},{-93.876401,41.47184},{-93.861259,41.475716},{-93.839488,41.478244},{-93.824881,41.483772},{-93.819129,41.484256},{-93.793311,41.489966},{-93.788447,41.492528},{-93.785081,41.490845},{-93.782452,41.491353},{-93.757206,41.490946},{-93.749486,41.491726},{-93.740759,41.490938},{-93.717357,41.491347},{-93.687511,41.486027},{-93.638231,41.486611},{-93.631738,41.489044},{-93.621389,41.489231},{-93.61575,41.485635},{-93.60329,41.485718},{-93.600402,41.487122},{-93.592097,41.496589},{-93.589354,41.498416},{-93.587868,41.502324},{-93.58835,41.50559},{-93.587837,41.506553},{-93.572397,41.512294},{-93.549949,41.52271},{-93.530945,41.532774},{-93.525272,41.539913},{-93.5236773900454,41.557451770394},{-93.5235445073934,41.5587589386937},{-93.526821,41.569343}}
17	{{-90.196607,38.587204},{-90.177291,38.64295},{-90.185474,38.695519},{-90.104485,38.806923},{-90.103534,38.821218}}
18	{{-90.104272,38.857273},{-90.089393,38.82125},{-90.103534,38.821218},{-90.209225,38.875065},{-90.31046,38.897288},{-90.385643,38.888421},{-90.433864,38.870353},{-90.501194,38.82066},{-90.540947,38.81278},{-90.656577,38.7573},{-90.720434,38.702139},{-90.757022,38.657344},{-90.788291,38.598209},{-90.83021,38.548409},{-90.995565,38.501288},{-91.192509,38.428534},{-91.269638,38.380028},{-91.430672,38.298561},{-91.483724,38.276926},{-91.665688,38.180878},{-91.801314,38.122846},{-91.912699,38.09323},{-92.032582,38.031607},{-92.139376,37.999034},{-92.225693,37.951015},{-92.372577,37.894979},{-92.608802,37.793513},{-92.792818,37.70875},{-92.934282,37.654301},{-93.014052,37.611578},{-93.093176,37.585959},{-93.20302,37.532817},{-93.380687,37.46856},{-93.504936,37.409762},{-93.603552,37.374843},{-93.651359,37.341401},{-93.87819,37.240787},{-94.093165,37.152362},{-94.15125,37.106748},{-94.320143,37.038492},{-94.494001,36.981135},{-94.535468,36.975814},{-94.617968,36.945454},{-94.671925,36.891137},{-94.783171,36.828448},{-94.877241,36.755464},{-94.971984,36.644705},{-95.14361,36.521481},{-95.139272,36.503344},{-95.378304,36.319304},{-95.510062,36.207541},{-95.810414,36.067135},{-95.868786,36.037143},{-96.008605,35.979456},{-96.0086848039792,35.9793899639485}}
19	{{-100.90482,38.598974},{-100.77889,38.598868},{-100.757846,38.584683},{-100.686954,38.576632},{-100.247282,38.534528},{-99.944259,38.488051},{-99.585782,38.456088},{-99.192308,38.416487},{-99.040379,38.408873},{-99.033184,38.402585},{-98.90351,38.401924},{-98.820733,38.390873},{-98.754303,38.398197},{-98.726692,38.390988},{-98.684136,38.365611},{-98.682982,38.304718},{-98.666706,38.261031},{-98.646936,38.221317},{-98.619387,38.083822},{-98.586693,38.01301},{-98.573173,37.934704},{-98.472198,37.849779},{-98.437406,37.831748},{-98.378805,37.826113},{-98.044214,37.824503},{-97.702099,37.82527},{-97.552128,37.815628},{-97.444875,37.820291},{-97.15326,37.810429},{-96.909932,37.801786}}
20	{{-94.673586,35.243368},{-94.68168,35.23145},{-94.681549,35.139656},{-94.668304,35.118196},{-94.624465,35.115874},{-94.60622,35.098779},{-94.600362,35.046226},{-94.62067,35.004901},{-94.623927,34.959678},{-94.619364,34.929048},{-94.601839,34.904731}}
21	{{-96.591298,35.970082},{-96.479752,36.024775},{-96.33017,36.039539},{-96.163564,36.075681},{-96.08367,36.108313},{-96.051723,36.132688},{-96.030108,36.132141}}
22	{{-98.376112,40.751696},{-98.282728,40.748723},{-97.825845,40.742598},{-97.3684,40.734672},{-97.161376,40.735501},{-96.910999,40.724317},{-96.700492,40.699969},{-96.463788,40.70391},{-96.424633,40.704052},{-96.407359,40.713618},{-95.958364,40.710867},{-95.909383,40.72186}}
23	{{-94.068372,44.153534},{-94.066868,44.104679},{-93.981883,44.092163},{-93.963095,44.076088},{-93.939167,44.066494},{-93.88227,44.065837},{-93.843599,44.051827},{-93.768416,43.986477},{-93.657771,43.874027},{-93.657507,43.848009},{-93.648264,43.836602},{-93.591448,43.784705},{-93.54058,43.752908},{-93.498853,43.704558},{-93.478266,43.65833},{-93.438415,43.629386},{-93.426639,43.601292},{-93.358084,43.520189}}
24	{{-93.196295,44.732841},{-93.197216,44.724566},{-93.156513,44.724525},{-93.153286,44.685236},{-93.134632,44.684969},{-93.126456,44.670588},{-93.100443,44.668998},{-93.064837,44.630727},{-93.057385,44.594968},{-92.998041,44.57323},{-92.934087,44.512069},{-92.927723,44.49506},{-92.849534,44.456251},{-92.836233,44.436489},{-92.789631,44.413456},{-92.634181,44.296375},{-92.550848,44.250867},{-92.476498,44.22922},{-92.44003,44.194519},{-92.40966,44.151407},{-92.250488,44.000769}}
25	{{-95.325956,37.796816},{-95.36459,37.733007},{-95.402085,37.671977},{-95.471872,37.60196},{-95.525413,37.526319},{-95.62582,37.384334},{-95.724,37.239863},{-95.750793,37.216001}}
26	{{-96.149713,36.599291},{-96.15576,36.542482},{-96.14735,36.499611},{-96.126047,36.46541},{-96.119158,36.388714},{-96.046848,36.207183},{-96.039221,36.161131},{-96.029832,36.132283}}
27	{{-96.150272,36.599866},{-96.220062,36.727622},{-96.250533,36.758931},{-96.394072,36.999183},{-96.525294,37.218707},{-96.541143,37.243526},{-96.559386,37.291393},{-96.670175,37.475935},{-96.766499,37.627521},{-96.834428,37.766926},{-96.858657,37.799475},{-96.88492,37.812463},{-96.884573,37.825112}}
28	{{-100.85307,41.150624},{-100.851566,41.149824},{-100.851594,41.147769},{-100.848377,41.145522},{-100.846883,41.140783},{-100.839678,41.140583},{-100.839621,41.06483},{-100.83945,41.058139},{-100.837632,41.055008},{-100.839507,41.054465},{-100.839221,41.046423},{-100.825487,41.033783},{-100.810696,41.01707},{-100.779011,41.003373},{-100.772711,40.988745},{-100.772187,40.974725},{-100.754421,40.974913},{-100.75429,40.976145},{-100.754332,40.967434},{-100.750477,40.967329},{-100.737942,40.962808},{-100.726482,40.953081},{-100.695959,40.931961},{-100.692827,40.923928},{-100.681853,40.912592},{-100.677989,40.902456},{-100.677608,40.858274},{-100.659163,40.839343},{-100.658173,40.833271},{-100.64442,40.800577},{-100.639423,40.794257},{-100.640146,40.757328},{-100.621624,40.740119},{-100.620882,40.735836},{-100.602446,40.721921},{-100.600342,40.713745},{-100.58749,40.700154},{-100.581315,40.694302},{-100.568765,40.688056},{-100.561863,40.686543},{-100.539841,40.687114},{-100.535115,40.690547},{-100.511758,40.69094},{-100.501957,40.692946},{-100.464838,40.694973},{-100.443387,40.699713},{-100.421429,40.698942},{-100.418167,40.700284},{-100.412959,40.702272},{-100.393952,40.702557},{-100.383206,40.70142},{-100.373136,40.705303},{-100.35026,40.700209},{-100.347446,40.697984},{-100.344156,40.697544},{-100.341188,40.694237},{-100.335727,40.691465},{-100.336488,40.685838},{-100.332947,40.682504},{-100.322375,40.677814},{-100.319291,40.67795},{-100.309697,40.682947},{-100.302702,40.688079},{-100.295842,40.689371},{-100.293379,40.690877},{-100.281722,40.692119},{-100.278924,40.694461},{-100.266596,40.696395},{-100.194605,40.697059},{-100.179957,40.696281},{-100.17122,40.697552},{-100.168379,40.699836},{-100.160298,40.699922},{-100.133508,40.696445},{-100.108673,40.697695},{-100.104654,40.695432},{-100.086209,40.695118},{-100.059604,40.699915},{-100.044164,40.699893},{-100.038667,40.699693},{-100.028302,40.694132},{-100.000341,40.695168},{-99.981591,40.692505},{-99.921991,40.685098},{-99.919897,40.683599},{-99.904145,40.68141},{-99.889892,40.680303},{-99.868739,40.673296},{-99.849015,40.672508},{-99.838472,40.669767},{-99.810468,40.654991},{-99.795427,40.655141},{-99.794642,40.640885},{-99.778759,40.640657},{-99.776332,40.638651},{-99.775576,40.62446},{-99.767645,40.615151},{-99.752326,40.605993},{-99.710301,40.598833},{-99.710022,40.597462},{-99.707245,40.59737},{-99.70701,40.595007},{-99.701006,40.590431},{-99.643573,40.590424},{-99.617734,40.589712},{-99.609388,40.587671},{-99.596812,40.586714},{-99.568747,40.586107},{-99.46358,40.586839},{-99.441814,40.585637},{-99.38087,40.585857},{-99.360193,40.58597},{-99.333489,40.584227},{-99.331175,40.582425},{-99.301325,40.583388},{-99.257466,40.581532},{-99.20836,40.581318},{-99.19532,40.581366},{-99.190763,40.583103},{-99.179227,40.582981},{-99.141347,40.582949},{-99.124037,40.579665},{-99.093865,40.579273},{-99.0658,40.580879},{-99.052724,40.579273},{-99.002577,40.579939},{-98.971371,40.582759},{-98.949051,40.582866},{-98.942853,40.579368},{-98.913098,40.578606},{-98.894193,40.579059},{-98.876442,40.582449},{-98.865544,40.582437},{-98.852136,40.579891},{-98.838252,40.582354},{-98.758742,40.582104},{-98.753055,40.580106},{-98.731604,40.580117},{-98.724281,40.582098},{-98.626722,40.582072},{-98.619607,40.581477},{-98.610482,40.578491},{-98.534791,40.579276},{-98.508748,40.568687},{-98.504096,40.568461},{-98.504061,40.567033},{-98.459244,40.566105},{-98.439708,40.562524},{-98.417425,40.557813},{-98.392642,40.555148},{-98.382851,40.550817},{-98.351716,40.55096},{-98.326136,40.550056},{-98.323769,40.548831},{-98.322984,40.549544},{-98.316309,40.548652},{-98.313763,40.550675},{-98.288791,40.550913},{-98.278239,40.552328},{-98.164068,40.552643},{-98.10866,40.55133},{-98.108489,40.553428},{-98.08873,40.553814},{-98.015875,40.553614},{-98.014448,40.552686},{-97.987249,40.553559},{-97.824554,40.553542},{-97.822968,40.552711},{-97.774528,40.550921},{-97.759805,40.553068},{-97.728194,40.553092},{-97.725327,40.552788},{-97.721508,40.55242},{-97.719973,40.552235},{-97.70691,40.552217},{-97.655817,40.553235},{-97.647191,40.551962},{-97.628941,40.552211},{-97.614956,40.550219},{-97.605331,40.551319},{-97.595165,40.550855}}
29	{{-96.909276,37.797213},{-96.900669,37.790317},{-96.888251,37.608937},{-96.825816,37.371015},{-96.8251,37.280092},{-96.80042,37.248948},{-96.786898,37.128555},{-96.761269,37.093482},{-96.741099,36.999209},{-96.743833,36.861463},{-96.752342,36.849204},{-96.752589,36.737427},{-96.762352,36.7178},{-96.770475,36.559603},{-96.746381,36.44229},{-96.74691,36.246339},{-96.730667,36.196401},{-96.72993,35.984885},{-96.749589,35.942109}}
30	{{-97.875989,38.043913},{-97.876007,38.085213},{-97.87917,38.086819},{-97.874565,38.096085},{-97.874737,38.10156},{-97.875922,38.102695},{-97.876207,38.130035},{-97.885073,38.137045},{-97.885281,38.173512},{-97.885344,38.210783},{-97.884201,38.213327},{-97.88523,38.213351},{-97.885046,38.258066},{-97.885225,38.260993},{-97.888123,38.266075},{-97.887683,38.358849},{-97.878777,38.360296},{-97.836765,38.360332},{-97.833011,38.361233},{-97.781285,38.360807},{-97.779614,38.362206},{-97.777185,38.362199},{-97.774824,38.361904},{-97.769057,38.355447},{-97.729739,38.35493},{-97.722623,38.352901},{-97.690777,38.349382},{-97.673351,38.349338},{-97.669831,38.34469},{-97.667406,38.342991},{-97.666374,38.342997},{-97.665992,38.342746},{-97.666315,38.341526}}
31	{{-101.884704,35.265734},{-101.88462,35.266108},{-101.884608,35.26612},{-101.884576,35.2683},{-101.884665,35.294596},{-101.86704,35.308766},{-101.866912,35.320269},{-101.867575,35.35478},{-101.868877,35.422451},{-101.868946,35.426031},{-101.870304,35.435397},{-101.869668,35.444875},{-101.870502,35.449843},{-101.876552,35.462},{-101.874316,35.463854},{-101.879219,35.477977},{-101.882449,35.495191},{-101.890918,35.505117},{-101.892512,35.510015},{-101.905871,35.559525},{-101.909579,35.582542},{-101.900232,35.623587},{-101.894838,35.656319},{-101.893664,35.748319},{-101.891577,35.782018},{-101.892844,35.784743},{-101.892505,35.818306},{-101.891804,35.879171},{-101.891669,35.893595},{-101.891262,35.937337},{-101.891129,35.95172},{-101.890871,35.953261}}
32	{{-96.907842,37.795062},{-96.886967,37.82489},{-96.821045,37.876284},{-96.809113,37.905026},{-96.754161,37.925493},{-96.578478,38.086244},{-96.434879,38.196039},{-96.355401,38.276633},{-96.294403,38.330424},{-96.245455,38.402105},{-96.134264,38.512888},{-96.024933,38.615756},{-96.006999,38.622035},{-95.949591,38.672403},{-95.834134,38.7712},{-95.736636,38.869522},{-95.68653,38.920758},{-95.61257,38.925992},{-95.548836,38.976269},{-95.545781,38.988297},{-95.500246,39.013081},{-95.419125,39.066586},{-95.239562,39.419141},{-95.179572,39.545585},{-95.17955,39.546078},{-95.179145,39.55004},{-95.17596,39.56987},{-95.102282,39.63571},{-95.029016,39.693669},{-94.954915,39.774053},{-94.954768,39.774236}}
33	{{-96.424495,34.879389},{-96.406175,34.887522},{-96.089081,34.952142},{-95.793866,35.006725},{-95.726644,35.016965},{-95.643868,35.043349},{-95.57765,35.051207},{-95.465487,35.088388},{-95.349156,35.11258},{-94.814404,35.227977},{-94.798906,35.236316},{-94.633189,35.24938},{-94.442544,35.296387},{-94.394551,35.308299}}
78	{{-97.019507,37.931183},{-97.019082,37.930574},{-97.023598,37.926724},{-97.023639,37.887649},{-97.018006,37.885091},{-97.010368,37.861662},{-96.991523,37.831217},{-96.990459,37.81976},{-96.988817,37.815641},{-96.98892,37.794229},{-96.987664,37.792542},{-96.989814,37.733375},{-96.990002,37.678026},{-96.988972,37.677286},{-96.988613,37.676539},{-96.988081,37.676818}}
34	{{-94.600769,39.14004},{-94.612066,39.134463},{-94.647467,39.15145},{-94.702068,39.161018},{-94.745255,39.161089},{-94.788731,39.146969},{-94.83637,39.168068},{-94.871042,39.201996},{-94.96183,39.280482},{-95.017177,39.343759},{-95.056987,39.368135},{-95.086433,39.418963},{-95.127287,39.470996},{-95.133321,39.49977},{-95.179671,39.544503},{-95.192315,39.586897},{-95.244947,39.652972},{-95.339699,39.780806},{-95.371099,39.834358},{-95.508539,40.000118},{-95.550857,40.058433},{-95.600765,40.089464},{-95.605039,40.117232},{-95.603992,40.143465},{-95.682848,40.262265},{-95.744611,40.345906},{-95.74387,40.359682},{-95.769727,40.378564},{-95.809531,40.434319},{-95.816672,40.472621},{-95.849805,40.522835},{-95.84963,40.541193},{-95.901395,40.658721},{-95.914264,40.784147},{-95.911953,40.936126},{-95.919474,41.006778},{-95.938494,41.057916},{-95.965413,41.132515},{-95.97513,41.137354},{-96.046919,41.190716},{-96.052619,41.207408},{-96.066843,41.212784},{-96.059507,41.364007}}
35	{{-96.149811,36.599265},{-96.155864,36.542401},{-96.147447,36.499516},{-96.126147,36.465322},{-96.119254,36.388609},{-96.046941,36.207073},{-96.039271,36.161129},{-96.029511,36.130006},{-96.016127,36.118925},{-96.003644,36.119027}}
36	{{-92.464197,38.845067},{-92.459017,38.847662},{-92.456073,38.848824},{-92.431918,38.865745},{-92.397689,38.881663},{-92.393825,38.883711},{-92.324385,38.907767},{-92.284924,38.918697},{-92.21954,38.968744},{-92.130777,39.048321},{-92.129555,39.049679},{-92.116798,39.06336},{-92.115959,39.064238},{-92.110149,39.070454},{-91.979911,39.176601},{-91.901258,39.219253},{-91.739323,39.339193},{-91.729407,39.346836},{-91.717479,39.355325},{-91.586568,39.434084},{-91.543659,39.459091},{-91.541117,39.461207},{-91.492302,39.493543},{-91.386943,39.561456},{-91.356874,39.578467},{-91.329265,39.596387},{-91.261566,39.64043},{-91.255496,39.645446},{-91.223801,39.665733},{-91.048235,39.683674},{-90.998571,39.681199},{-90.965753,39.704623},{-90.830343,39.74041},{-90.64089,39.815648},{-90.570435,39.82388},{-90.545266,39.822597},{-90.427194,39.875634},{-90.351832,39.898197},{-90.216745,39.924123},{-90.173839,39.924066},{-90.131618,39.938447},{-89.994805,39.962033},{-89.720497,40.02357},{-89.579367,40.048282},{-89.559917,40.052531},{-89.536536,40.072671},{-89.47137,40.072033},{-89.32584,40.101282},{-89.146719,40.166817},{-89.103312,40.180963},{-88.977688,40.270348},{-88.963854,40.283141},{-88.870659,40.371728},{-88.776967,40.478712},{-88.635127,40.689052},{-88.584073,40.743447},{-88.416139,40.970756},{-88.269305,41.113881},{-88.241864,41.139908},{-88.222676,41.147467},{-88.171327,41.202966},{-88.151132,41.238835},{-88.130379,41.251348},{-88.126422,41.275704}}
37	{{-95.081575,45.103893},{-95.043437,45.085485},{-94.997884,45.081678},{-94.851395,45.097249},{-94.776899,45.093928},{-94.757237,45.083376},{-94.696774,45.048003},{-94.543803,45.000666},{-94.490518,44.993289},{-94.410673,44.997434},{-94.338996,44.97901},{-94.219576,44.950351},{-94.131451,44.949471},{-94.012458,44.933847},{-93.872444,44.926468},{-93.859866,44.916124},{-93.836174,44.913697},{-93.777527,44.89824},{-93.756121,44.876187},{-93.704711,44.856799},{-93.559596,44.846553},{-93.520895,44.825935},{-93.498901,44.833762},{-93.460858,44.832039},{-93.422928,44.807778},{-93.424122,44.782472},{-93.328248,44.771238},{-93.254782,44.759916},{-93.233716,44.743669},{-93.196539,44.732959}}
38	{{-94.161744,36.358204},{-93.423609,37.158227}}
