"id","created_at","updated_at","terminal_id","grade_id","day","opening_stock","volume_in","volume_out","closing_stock","receipts","shipments","rack_liftings","transfers_in","transfers_out","exchange_in","exchange_out","regrade_in","regrade_out","gain_loss"
79,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-01-02",1263,0,0,1262,0,0,0,0,0,0,0,0,0,0
80,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-01-02",0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-01-02",471,0,0,471,0,0,0,0,0,0,0,0,0,0
82,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-01-02",189098,115201,131771,172528,115122,119583,12188,0,0,0,0,0,0,79
83,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-01-02",7701,8,882,6827,0,0,882,0,0,0,0,0,0,8
84,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-01-02",92442,0,2103,90339,0,0,2072,0,0,0,0,0,0,-31
85,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-01-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-01-03",450,0,0,450,0,0,0,0,0,0,0,0,0,0
87,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-01-03",354,0,0,354,0,0,0,0,0,0,0,0,0,0
88,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-01-03",48422,35424,18,83828,35424,0,0,0,0,0,0,0,0,-18
89,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-01-03",21008,0,0,21007,0,0,0,0,0,0,0,0,0,0
90,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-01-03",-30461,0,0,-30462,0,0,0,0,0,0,0,0,0,0
91,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-01-03",118,0,0,118,0,0,0,0,0,0,0,0,0,0
92,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-01-03",1479,0,0,1479,0,0,0,0,0,0,0,0,0,0
93,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-01-03",-350,0,0,-350,0,0,0,0,0,0,0,0,0,0
94,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-01-03",15168,20066,834,34399,20063,0,834,0,0,0,0,0,0,3
95,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-01-03",51991,53,9180,42863,0,0,9180,0,0,0,0,0,0,53
96,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-01-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-01-03",151904,3191,110,154984,3191,0,0,0,0,0,0,0,0,-110
98,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-01-03",1103,0,0,1103,0,0,0,0,0,0,0,0,0,0
99,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-01-03",17815,9714,4756,22773,9714,0,4753,0,0,0,0,0,0,-3
100,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-01-03",37124,9,1164,35968,0,0,1164,0,0,0,0,0,0,9
101,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-01-03",6765,34,312,6487,0,0,312,0,0,0,0,0,0,34
102,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-01-03",10629,4,1307,9326,0,0,1307,0,0,0,0,0,0,4
103,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-01-03",235476,41175,16767,259884,41045,0,16767,0,0,0,0,0,0,130
104,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-01-03",42469,0,1179,41290,0,0,1169,0,0,0,0,0,0,-10
105,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-01-03",111442,25919,6943,130418,25824,0,6943,0,0,0,0,0,0,95
106,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-01-03",61435,20,2244,59211,0,0,2244,0,0,0,0,0,0,20
107,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-01-03",40306,11,135,40182,0,0,135,0,0,0,0,0,0,11
108,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-01-03",8416,2577,317,10677,2577,0,294,0,0,0,0,0,0,-23
109,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-01-03",342,0,0,342,0,0,0,0,0,0,0,0,0,0
110,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-01-03",787,0,0,787,0,0,0,0,0,0,0,0,0,0
111,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-01-03",817,0,0,817,0,0,0,0,0,0,0,0,0,0
112,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-01-03",3270,0,128,3141,0,0,128,0,0,0,0,0,0,0
113,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-01-03",2496,0,476,2019,0,0,476,0,0,0,0,0,0,0
114,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-01-03",-2914,0,0,-2914,0,0,0,0,0,0,0,0,0,0
115,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-01-03",27883,0,2802,25081,0,0,2795,0,0,0,0,0,0,-7
116,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-01-03",51001,41567,9952,82616,41316,0,9952,0,0,0,0,0,0,251
117,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-01-03",100261,4355,6249,98367,4343,0,6249,0,0,0,0,0,0,12
118,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-01-03",126699,43740,59604,110835,43740,59501,0,0,0,0,0,0,0,-103
119,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-01-03",0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-01-03",180755,56925,45427,192253,56860,45427,0,0,0,0,0,0,0,65
121,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-01-03",527,0,36,490,0,0,36,0,0,0,0,0,0,0
122,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-01-03",1263,0,369,894,0,0,369,0,0,0,0,0,0,0
123,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-01-03",471,0,96,375,0,0,96,0,0,0,0,0,0,0
124,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-01-03",172528,42280,98218,116590,42280,88750,9417,0,0,0,0,0,0,-51
125,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-01-03",6827,9098,741,15184,9074,0,741,0,0,0,0,0,0,24
126,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-01-03",90339,51202,2043,139498,51202,0,1991,0,0,0,0,0,0,-52
127,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-01-04",450,0,0,450,0,0,0,0,0,0,0,0,0,0
129,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-01-04",354,0,0,354,0,0,0,0,0,0,0,0,0,0
130,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-01-04",83828,9367,5,93190,9367,0,0,0,0,0,0,0,0,-5
131,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-01-04",21008,0,0,21007,0,0,0,0,0,0,0,0,0,0
132,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-01-04",-30461,24206,12,-6268,24206,0,0,0,0,0,0,0,0,-12
133,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-01-04",118,0,0,118,0,0,0,0,0,0,0,0,0,0
134,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-01-04",1479,0,130,1348,0,0,130,0,0,0,0,0,0,0
135,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-01-04",-350,0,0,-350,0,0,0,0,0,0,0,0,0,0
136,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-01-04",34399,0,1513,32886,0,0,1509,0,0,0,0,0,0,-4
137,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-01-04",42864,47,10739,32171,0,0,10739,0,0,0,0,0,0,47
138,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-01-04",35968,0,2268,33700,0,0,2261,0,0,0,0,0,0,-7
139,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-01-04",154985,0,8,154976,0,0,0,0,0,0,0,0,0,-8
140,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,8,"2016-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,14,"2016-01-04",1103,0,0,1103,0,0,0,0,0,0,0,0,0,0
142,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,9,"2016-01-04",22773,9149,8443,23479,9140,0,8443,0,0,0,0,0,0,9
143,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,8,"2016-01-04",6487,0,545,5942,0,0,536,0,0,0,0,0,0,-9
144,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",28,14,"2016-01-04",9326,0,3107,6219,0,0,3107,0,0,0,0,0,0,0
145,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,8,"2016-01-04",41290,49,1224,40115,0,0,1224,0,0,0,0,0,0,49
146,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,9,"2016-01-04",259884,75918,24007,311795,75918,0,23826,0,0,0,0,0,0,-181
147,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",30,14,"2016-01-04",130418,26947,14639,142726,25764,1305,13334,0,0,0,0,0,0,1183
148,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,9,"2016-01-04",59211,5829,5228,59811,5829,0,5222,0,0,0,0,0,0,-6
149,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,8,"2016-01-04",10676,2409,630,12457,2392,0,630,0,0,0,0,0,0,17
150,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",32,14,"2016-01-04",40182,0,2812,37369,0,0,2808,0,0,0,0,0,0,-4
151,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,8,"2016-01-04",342,0,66,275,0,0,66,0,0,0,0,0,0,0
152,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,14,"2016-01-04",817,0,24,793,0,0,24,0,0,0,0,0,0,0
153,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",37,9,"2016-01-04",787,0,283,504,0,0,283,0,0,0,0,0,0,0
154,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,8,"2016-01-04",3141,0,185,2955,0,0,185,0,0,0,0,0,0,0
155,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,8,"2016-01-04",25081,9962,4081,30962,9926,0,4081,0,0,0,0,0,0,36
156,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,14,"2016-01-04",-2914,0,48,-2963,0,0,48,0,0,0,0,0,0,0
157,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,9,"2016-01-04",82616,13904,14719,81801,13904,0,14590,0,0,0,0,0,0,-129
158,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",40,14,"2016-01-04",98367,2975,9018,92324,2975,0,9018,0,0,0,0,0,0,0
159,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,9,"2016-01-04",110835,103822,87149,127508,103772,87149,0,0,0,0,0,0,0,50
160,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",38,9,"2016-01-04",2019,0,517,1502,0,0,517,0,0,0,0,0,0,0
161,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,14,"2016-01-04",192253,62,46117,146198,0,46117,0,0,0,0,0,0,0,62
162,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,8,"2016-01-04",491,0,14,476,0,0,14,0,0,0,0,0,0,0
163,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",44,8,"2016-01-04",0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,9,"2016-01-04",894,0,83,811,0,0,83,0,0,0,0,0,0,0
165,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",47,14,"2016-01-04",375,0,0,375,0,0,0,0,0,0,0,0,0,0
166,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,9,"2016-01-04",116590,57807,107140,67257,57807,93777,13225,0,0,0,0,0,0,-138
167,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,8,"2016-01-04",15184,7,663,14528,0,0,663,0,0,0,0,0,0,7
168,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",59,14,"2016-01-04",139498,47366,13186,173678,47366,9942,2792,0,0,0,0,0,0,-452
169,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,9,"2016-01-05",450,0,185,264,0,0,185,0,0,0,0,0,0,0
170,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,8,"2016-01-05",0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",8,14,"2016-01-05",354,0,0,354,0,0,0,0,0,0,0,0,0,0
172,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,8,"2016-01-05",21008,0,0,21007,0,0,0,0,0,0,0,0,0,0
173,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,9,"2016-01-05",93190,0,0,93190,0,0,0,0,0,0,0,0,0,0
174,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",9,14,"2016-01-05",-6267,35264,17,28979,35264,0,0,0,0,0,0,0,0,-17
175,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,8,"2016-01-05",118,0,96,22,0,0,96,0,0,0,0,0,0,0
176,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,9,"2016-01-05",1348,0,184,1164,0,0,184,0,0,0,0,0,0,0
177,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",20,14,"2016-01-05",-350,0,591,-941,0,0,591,0,0,0,0,0,0,0
178,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,8,"2016-01-05",32886,6,801,32091,0,0,801,0,0,0,0,0,0,6
179,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,14,"2016-01-05",33700,4,4236,29469,0,0,4236,0,0,0,0,0,0,4
180,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",21,9,"2016-01-05",32172,35,10890,21317,0,0,10890,0,0,0,0,0,0,35
181,"2017-06-05 00:00:00+00","2017-06-05 00:00:00+00",23,9,"2016-01-05",154977,11,0,154987,0,0,0,0,0,0,0,0,0,11
