terminal_id,grade_id,day,opening_stock,volume_in,volume_out,closing_stock,receipts,shipments,rack_liftings,transfers_in,transfers_out,exchange_in,exchange_out,regrade_in,regrade_out,gain_loss
8,3,2016-04-17,592,0,0,592,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-18,592,0,0,592,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-19,592,0,48,544,0,0,48,0,0,0,0,0,0,0
8,3,2016-04-20,544,0,0,544,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-21,544,0,24,520,0,0,24,0,0,0,0,0,0,0
8,3,2016-04-22,520,0,0,520,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-23,520,0,0,520,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-24,520,0,0,520,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-25,520,0,24,496,0,0,24,0,0,0,0,0,0,0
8,3,2016-04-26,496,0,0,496,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-27,496,0,0,496,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-28,496,0,0,496,0,0,0,0,0,0,0,0,0,0
8,3,2016-04-29,496,0,24,472,0,0,24,0,0,0,0,0,0,0
8,3,2016-04-30,472,0,0,473,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-01,473,0,0,473,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-02,473,0,24,449,0,0,24,0,0,0,0,0,0,0
8,3,2016-05-03,449,0,0,449,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-04,449,0,0,449,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-05,449,0,24,425,0,0,24,0,0,0,0,0,0,0
8,3,2016-05-06,425,0,0,425,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-07,425,0,48,377,0,0,48,0,0,0,0,0,0,0
8,3,2016-05-08,377,0,0,377,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-09,377,0,0,377,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-10,377,0,24,353,0,0,24,0,0,0,0,0,0,0
8,3,2016-05-11,353,0,0,353,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-12,353,0,0,353,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-13,353,0,0,353,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-14,353,0,24,329,0,0,24,0,0,0,0,0,0,0
8,3,2016-05-15,329,0,0,329,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-16,329,0,0,329,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-17,329,0,0,329,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-18,329,0,24,305,0,0,24,0,0,0,0,0,0,0
8,3,2016-05-19,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-20,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-21,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-22,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-23,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-24,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-25,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-26,305,0,35,270,0,0,35,0,0,0,0,0,0,0
8,3,2016-05-27,270,0,24,246,0,0,24,0,0,0,0,0,0,0
8,3,2016-05-28,246,0,0,246,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-29,246,0,0,246,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-30,246,0,0,246,0,0,0,0,0,0,0,0,0,0
8,3,2016-05-31,246,0,24,222,0,0,24,0,0,0,0,0,0,0
8,3,2016-06-01,222,0,0,222,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-02,222,0,47,175,0,0,47,0,0,0,0,0,0,0
8,3,2016-06-03,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-04,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-05,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-06,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-07,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-08,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-09,175,0,0,175,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-10,175,0,24,151,0,0,24,0,0,0,0,0,0,0
8,3,2016-06-11,151,0,0,151,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-12,151,0,0,151,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-13,151,0,47,104,0,0,47,0,0,0,0,0,0,0
8,3,2016-06-14,104,0,0,104,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-15,104,0,0,104,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-16,104,0,0,104,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-17,104,0,0,104,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-18,104,0,47,57,0,0,47,0,0,0,0,0,0,0
8,3,2016-06-19,57,0,0,57,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-20,57,0,35,22,0,0,35,0,0,0,0,0,0,0
8,3,2016-06-21,22,0,0,22,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-22,22,0,0,22,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-23,22,0,0,22,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-24,22,0,0,22,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-25,22,0,0,22,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-26,22,0,0,22,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-27,22,0,0,522,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-28,522,0,24,498,0,0,24,0,0,0,0,0,0,0
8,3,2016-06-29,498,0,0,498,0,0,0,0,0,0,0,0,0,0
8,3,2016-06-30,498,0,0,498,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-01,498,0,0,498,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-02,498,0,0,498,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-03,498,0,0,498,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-04,498,0,0,498,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-05,498,0,47,451,0,0,47,0,0,0,0,0,0,0
8,3,2016-07-06,451,0,0,451,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-07,451,0,0,451,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-08,451,0,24,427,0,0,24,0,0,0,0,0,0,0
8,3,2016-07-09,427,0,0,427,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-10,427,0,0,427,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-11,427,0,24,403,0,0,24,0,0,0,0,0,0,0
8,3,2016-07-12,403,0,0,403,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-13,403,0,0,403,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-14,403,0,23,379,0,0,23,0,0,0,0,0,0,0
8,3,2016-07-15,379,0,47,332,0,0,47,0,0,0,0,0,0,0
8,3,2016-07-16,332,0,0,332,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-17,332,0,0,332,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-18,332,0,0,332,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-19,332,0,24,308,0,0,24,0,0,0,0,0,0,0
8,3,2016-07-20,308,0,0,308,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-21,308,0,0,308,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-22,308,0,0,308,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-23,308,0,0,308,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-24,308,0,0,308,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-25,308,0,0,308,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-26,308,0,24,284,0,0,24,0,0,0,0,0,0,0
8,3,2016-07-27,284,0,0,784,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-28,784,0,24,760,0,0,24,0,0,0,0,0,0,0
8,3,2016-07-29,760,0,0,762,0,0,0,0,0,0,0,0,0,0
8,3,2016-07-30,762,0,24,738,0,0,24,0,0,0,0,0,0,0
8,3,2016-07-31,738,0,0,738,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-01,738,0,0,738,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-02,738,0,24,714,0,0,24,0,0,0,0,0,0,0
8,3,2016-08-03,714,0,0,714,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-04,714,0,0,715,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-05,715,0,47,668,0,0,47,0,0,0,0,0,0,0
8,3,2016-08-06,668,0,0,668,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-07,668,0,0,668,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-08,668,0,24,644,0,0,24,0,0,0,0,0,0,0
8,3,2016-08-09,644,0,0,644,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-10,644,0,0,644,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-11,644,0,0,644,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-12,644,0,24,620,0,0,24,0,0,0,0,0,0,0
8,3,2016-08-13,620,0,0,620,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-14,620,0,0,620,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-15,620,0,24,596,0,0,24,0,0,0,0,0,0,0
8,3,2016-08-16,596,0,0,596,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-17,596,0,0,596,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-18,596,0,24,572,0,0,24,0,0,0,0,0,0,0
8,3,2016-08-19,572,0,0,572,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-20,572,0,47,525,0,0,47,0,0,0,0,0,0,0
8,3,2016-08-21,525,0,0,525,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-22,525,0,0,525,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-23,525,0,0,525,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-24,525,0,23,502,0,0,23,0,0,0,0,0,0,0
8,3,2016-08-25,502,0,0,502,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-26,502,0,0,502,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-27,502,0,24,478,0,0,24,0,0,0,0,0,0,0
8,3,2016-08-28,478,0,0,478,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-29,478,0,0,478,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-30,478,0,0,478,0,0,0,0,0,0,0,0,0,0
8,3,2016-08-31,478,0,0,478,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-01,478,0,23,454,0,0,23,0,0,0,0,0,0,0
8,3,2016-09-02,454,0,47,407,0,0,47,0,0,0,0,0,0,0
8,3,2016-09-03,407,0,0,407,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-04,407,0,0,407,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-05,407,0,0,407,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-06,407,0,0,407,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-07,407,0,0,407,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-08,407,0,47,360,0,0,47,0,0,0,0,0,0,0
8,3,2016-09-09,360,0,0,360,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-10,360,0,0,360,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-11,360,0,0,360,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-12,360,0,0,360,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-13,360,0,0,360,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-14,360,0,0,360,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-15,360,0,59,301,0,0,59,0,0,0,0,0,0,0
8,3,2016-09-16,301,0,0,301,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-17,301,0,0,301,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-18,301,0,0,301,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-19,301,0,0,301,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-20,301,0,24,277,0,0,24,0,0,0,0,0,0,0
8,3,2016-09-21,277,0,0,277,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-22,277,0,0,277,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-23,277,0,0,277,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-24,277,0,0,277,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-25,277,0,0,277,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-26,277,0,24,253,0,0,24,0,0,0,0,0,0,0
8,3,2016-09-27,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-28,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-29,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-09-30,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-01,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-02,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-03,253,0,0,253,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-04,253,0,24,229,0,0,24,0,0,0,0,0,0,0
8,3,2016-10-05,229,0,0,229,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-06,229,0,0,229,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-07,229,0,24,205,0,0,24,0,0,0,0,0,0,0
8,3,2016-10-08,205,0,0,205,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-09,205,0,0,205,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-10,205,0,24,181,0,0,24,0,0,0,0,0,0,0
8,3,2016-10-11,181,0,0,181,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-12,181,0,0,181,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-13,181,1,23,158,0,0,23,0,0,0,0,0,0,1
8,3,2016-10-14,158,0,0,158,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-15,158,0,0,158,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-16,158,0,48,110,0,0,48,0,0,0,0,0,0,0
8,3,2016-10-17,110,0,0,110,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-18,110,0,0,110,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-19,110,0,0,110,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-20,110,0,210,-99,0,0,210,0,0,0,0,0,0,0
8,3,2016-10-21,-99,2,286,-383,0,0,286,0,0,0,0,0,0,2
8,3,2016-10-22,-383,0,0,-383,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-23,-383,0,0,-383,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-24,-383,0,0,-383,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-25,-383,0,24,-407,0,0,24,0,0,0,0,0,0,0
8,3,2016-10-26,-407,0,0,-407,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-27,-407,0,0,-407,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-28,-407,0,24,568,0,0,24,0,0,0,0,0,0,0
8,3,2016-10-29,568,0,0,568,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-30,568,0,0,568,0,0,0,0,0,0,0,0,0,0
8,3,2016-10-31,568,0,0,568,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-01,568,0,24,544,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-02,544,0,0,544,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-03,544,0,24,520,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-04,520,0,0,520,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-05,520,0,24,496,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-06,496,0,0,496,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-07,496,0,0,496,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-08,496,0,24,472,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-09,472,0,0,472,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-10,472,0,0,472,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-11,472,0,24,448,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-12,448,0,0,448,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-13,448,0,0,448,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-14,448,0,0,448,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-15,448,0,24,424,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-16,424,0,0,424,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-17,424,0,24,400,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-18,400,0,0,400,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-19,400,0,0,400,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-20,400,0,0,400,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-21,400,0,24,376,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-22,376,1,0,377,0,0,0,0,0,0,0,0,0,1
8,3,2016-11-23,377,0,48,329,0,0,48,0,0,0,0,0,0,0
8,3,2016-11-24,329,0,0,329,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-25,329,0,0,329,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-26,329,0,24,305,0,0,24,0,0,0,0,0,0,0
8,3,2016-11-27,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-28,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-29,305,0,0,305,0,0,0,0,0,0,0,0,0,0
8,3,2016-11-30,305,0,24,281,0,0,24,0,0,0,0,0,0,0
8,3,2016-12-01,281,0,0,281,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-02,281,0,0,281,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-03,281,0,0,281,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-04,281,0,0,281,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-05,281,0,0,281,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-06,281,0,48,233,0,0,48,0,0,0,0,0,0,0
8,3,2016-12-07,233,0,0,233,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-08,233,0,0,233,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-09,233,0,0,233,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-10,233,0,48,185,0,0,48,0,0,0,0,0,0,0
8,3,2016-12-11,185,0,0,185,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-12,185,0,0,185,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-13,185,0,0,185,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-14,185,0,0,185,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-15,185,0,24,161,0,0,24,0,0,0,0,0,0,0
8,3,2016-12-16,161,0,0,161,0,0,0,0,0,0,0,0,0,0
8,3,2016-12-17,161,0,24,137,0,0,24,0,0,0,0,0,0,0
