id,ref_id,type
816,816,terminal
817,817,terminal
818,818,terminal
819,819,terminal
820,820,terminal
821,821,terminal
822,822,terminal
823,823,terminal
824,824,terminal
825,825,terminal
826,826,terminal
827,827,terminal
828,828,terminal
829,829,terminal
830,830,terminal
831,831,terminal
832,832,terminal
833,833,terminal
834,834,terminal
835,835,terminal
836,836,terminal
837,837,terminal
838,838,terminal
839,839,terminal
840,840,terminal
841,841,terminal
842,842,terminal
843,843,terminal
844,844,terminal
845,845,terminal
846,846,terminal
847,847,terminal
848,848,terminal
849,849,terminal
850,850,terminal
851,851,terminal
852,852,terminal
853,853,terminal
854,854,terminal
855,855,terminal
856,856,terminal
857,857,terminal
858,858,terminal
859,859,terminal
860,860,terminal
861,861,terminal
862,862,terminal
863,863,terminal
864,864,terminal
865,865,terminal
866,866,terminal
867,867,terminal
868,868,terminal
869,869,terminal
870,870,terminal
871,871,terminal
872,872,terminal
873,873,terminal
874,874,terminal
875,875,terminal
876,876,terminal
877,877,terminal
878,878,terminal
879,879,terminal
880,880,terminal
881,881,terminal
882,882,terminal
883,883,terminal
884,884,terminal
885,885,terminal
886,886,terminal
887,887,terminal
888,888,terminal
889,889,terminal
890,890,terminal
891,891,terminal
892,892,terminal
893,893,terminal
894,894,terminal
895,895,terminal
896,896,terminal
897,897,terminal
898,898,terminal
899,899,terminal
900,900,terminal
901,901,terminal
902,902,terminal
903,903,terminal
904,904,terminal
905,905,terminal
906,906,terminal
907,907,terminal
908,908,terminal
909,909,terminal
910,910,terminal
911,911,terminal
912,912,terminal
913,913,terminal
914,914,terminal
915,915,terminal
916,916,terminal
917,917,terminal
918,918,terminal
919,919,terminal
920,920,terminal
921,921,terminal
922,922,terminal
923,923,terminal
924,924,terminal
925,925,terminal
926,926,terminal
927,927,terminal
928,928,terminal
929,929,terminal
930,930,terminal
931,931,terminal
932,932,terminal
933,933,terminal
934,934,terminal
935,935,terminal
936,936,terminal
937,937,terminal
938,938,terminal
939,939,terminal
940,940,terminal
941,941,terminal
942,942,terminal
943,943,terminal
944,944,terminal
945,945,terminal
946,946,terminal
947,947,terminal
948,948,terminal
949,949,terminal
950,950,terminal
951,951,terminal
952,952,terminal
953,953,terminal
954,954,terminal
955,955,terminal
956,956,terminal
957,957,terminal
958,958,terminal
959,959,terminal
960,960,terminal
961,961,terminal
962,962,terminal
963,963,terminal
964,964,terminal
965,965,terminal
966,966,terminal
967,967,terminal
968,968,terminal
969,969,terminal
970,970,terminal
971,971,terminal
972,972,terminal
973,973,terminal
974,974,terminal
975,975,terminal
976,976,terminal
977,977,terminal
978,978,terminal
979,979,terminal
980,980,terminal
981,981,terminal
982,982,terminal
983,983,terminal
984,984,terminal
985,985,terminal
986,986,terminal
987,987,terminal
988,988,terminal
989,989,terminal
990,990,terminal
991,991,terminal
992,992,terminal
993,993,terminal
994,994,terminal
995,995,terminal
996,996,terminal
997,997,terminal
998,998,terminal
999,999,terminal
1000,1000,terminal
1001,1001,terminal
1002,1002,terminal
1003,1003,terminal
1004,1004,terminal
1005,1005,terminal
1006,1006,terminal
1007,1007,terminal
1008,1008,terminal
1009,1009,terminal
1010,1010,terminal
1011,1011,terminal
1012,1012,terminal
1013,1013,terminal
1014,1014,terminal
1015,1015,terminal
1016,1016,terminal
1017,1017,terminal
1018,1018,terminal
1019,1019,terminal
1020,1020,terminal
1021,1021,terminal
1022,1022,terminal
1023,1023,terminal
1024,1024,terminal
1025,1025,terminal
1026,1026,terminal
1027,1027,terminal
1028,1028,terminal
1029,1029,terminal
1030,1030,terminal
1031,1031,terminal
1032,1032,terminal
1033,1033,terminal
1034,1034,terminal
1035,1035,terminal
1036,1036,terminal
1037,1037,terminal
1038,1038,terminal
1039,1039,terminal
1040,1040,terminal
1041,1041,terminal
1042,1042,terminal
1043,1043,terminal
1044,1044,terminal
1045,1045,terminal
1046,1046,terminal
1047,1047,terminal
1048,1048,terminal
1049,1049,terminal
1050,1050,terminal
1051,1051,terminal
1052,1052,terminal
1053,1053,terminal
1054,1054,terminal
1055,1055,terminal
1056,1056,terminal
1057,1057,terminal
1058,1058,terminal
1059,1059,terminal
1060,1060,terminal
1061,1061,terminal
1062,1062,terminal
1063,1063,terminal
1064,1064,terminal
1065,1065,terminal
1066,1066,terminal
1067,1067,terminal
1068,1068,terminal
1069,1069,terminal
1070,1070,terminal
1071,1071,terminal
1072,1072,terminal
1073,1073,terminal
1074,1074,terminal
1075,1075,terminal
1076,1076,terminal
1077,1077,terminal
1078,1078,terminal
1079,1079,terminal
1080,1080,terminal
1081,1081,terminal
1082,1082,terminal
1083,1083,terminal
1084,1084,terminal
1085,1085,terminal
1086,1086,terminal
1087,1087,terminal
1088,1088,terminal
1089,1089,terminal
1090,1090,terminal
1091,1091,terminal
1092,1092,terminal
1093,1093,terminal
1094,1094,terminal
1095,1095,terminal
1096,1096,terminal
1097,1097,terminal
1098,1098,terminal
1099,1099,terminal
1100,1100,terminal
1101,1101,terminal
1102,1102,terminal
1103,1103,terminal
1104,1104,terminal
1105,1105,terminal
1106,1106,terminal
1107,1107,terminal
1108,1108,terminal
1109,1109,terminal
1110,1110,terminal
1111,1111,terminal
1112,1112,terminal
1113,1113,terminal
1114,1114,terminal
1115,1115,terminal
1116,1116,terminal
1117,1117,terminal
1118,1118,terminal
1119,1119,terminal
1120,1120,terminal
1121,1121,terminal
1122,1122,terminal
1123,1123,terminal
1124,1124,terminal
1125,1125,terminal
1126,1126,terminal
1127,1127,terminal
1128,1128,terminal
1129,1129,terminal
1130,1130,terminal
1131,1131,terminal
1132,1132,terminal
1133,1133,terminal
1134,1134,terminal
1135,1135,terminal
1136,1136,terminal
1137,1137,terminal
1138,1138,terminal
1139,1139,terminal
1140,1140,terminal
1141,1141,terminal
1142,1142,terminal
1143,1143,terminal
1144,1144,terminal
1145,1145,terminal
1146,1146,terminal
1147,1147,terminal
1148,1148,terminal
1149,1149,terminal
1150,1150,terminal
1151,1151,terminal
1152,1152,terminal
1153,1153,terminal
1154,1154,terminal
1155,1155,terminal
1156,1156,terminal
1157,1157,terminal
1158,1158,terminal
1159,1159,terminal
1160,1160,terminal
1161,1161,terminal
1162,1162,terminal
1163,1163,terminal
1164,1164,terminal
1165,1165,terminal
1166,1166,terminal
1167,1167,terminal
1168,1168,terminal
1169,1169,terminal
1170,1170,terminal
1171,1171,terminal
1172,1172,terminal
1173,1173,terminal
1174,1174,terminal
1175,1175,terminal
1176,1176,terminal
1177,1177,terminal
1178,1178,terminal
1179,1179,terminal
1180,1180,terminal
1181,1181,terminal
1182,1182,terminal
1183,1183,terminal
1184,1184,terminal
1185,1185,terminal
1186,1186,terminal
1187,1187,terminal
1188,1188,terminal
1189,1189,terminal
1190,1190,terminal
1191,1191,terminal
1192,1192,terminal
1193,1193,terminal
1194,1194,terminal
1195,1195,terminal
1196,1196,terminal
1197,1197,terminal
1198,1198,terminal
1199,1199,terminal
1200,1200,terminal
1201,1201,terminal
1202,1202,terminal
1203,1203,terminal
1204,1204,terminal
1205,1205,terminal
1206,1206,terminal
1207,1207,terminal
1208,1208,terminal
1209,1209,terminal
1210,1210,terminal
1211,1211,terminal
1212,1212,terminal
1213,1213,terminal
1214,1214,terminal
1215,1215,terminal
1216,1216,terminal
1217,1217,terminal
1218,1218,terminal
1219,1219,terminal
1220,1220,terminal
1221,1221,terminal
1222,1222,terminal
1223,1223,terminal
1224,1224,terminal
1225,1225,terminal
1226,1226,terminal
1227,1227,terminal
1228,1228,terminal
1229,1229,terminal
1230,1230,terminal
1231,1231,terminal
1232,1232,terminal
1233,1233,terminal
1234,1234,terminal
1235,1235,terminal
1236,1236,terminal
1237,1237,terminal
1238,1238,terminal
1239,1239,terminal
1240,1240,terminal
1241,1241,terminal
1242,1242,terminal
1243,1243,terminal
1244,1244,terminal
1245,1245,terminal
1246,1246,terminal
1247,1247,terminal
1248,1248,terminal
1249,1249,terminal
1250,1250,terminal
1251,1251,terminal
1252,1252,terminal
1253,1253,terminal
1254,1254,terminal
1255,1255,terminal
1256,1256,terminal
1257,1257,terminal
1258,1258,terminal
1259,1259,terminal
1260,1260,terminal
1261,1261,terminal
1262,1262,terminal
1263,1263,terminal
1264,1264,terminal
1265,1265,terminal
1266,1266,terminal
1267,1267,terminal
1268,1268,terminal
1269,1269,terminal
1270,1270,terminal
1271,1271,terminal
1272,1272,terminal
1273,1273,terminal
1274,1274,terminal
1275,1275,terminal
1276,1276,terminal
1277,1277,terminal
1278,1278,terminal
1279,1279,terminal
1280,1280,terminal
1281,1281,terminal
1282,1282,terminal
1283,1283,terminal
1284,1284,terminal
1285,1285,terminal
1286,1286,terminal
1287,1287,terminal
1288,1288,terminal
1289,1289,terminal
1290,1290,terminal
1291,1291,terminal
1292,1292,terminal
1293,1293,terminal
1294,1294,terminal
1295,1295,terminal
1296,1296,terminal
1297,1297,terminal
1298,1298,terminal
1299,1299,terminal
1300,1300,terminal
1301,1301,terminal
1302,1302,terminal
1303,1303,terminal
1304,1304,terminal
1305,1305,terminal
1306,1306,terminal
1307,1307,terminal
1308,1308,terminal
1309,1309,terminal
1310,1310,terminal
1311,1311,terminal
1312,1312,terminal
1313,1313,terminal
1314,1314,terminal
1315,1315,terminal
1316,1316,terminal
1317,1317,terminal
1318,1318,terminal
1319,1319,terminal
1320,1320,terminal
1321,1321,terminal
1322,1322,terminal
1323,1323,terminal
1324,1324,terminal
1325,1325,terminal
1326,1326,terminal
1327,1327,terminal
1328,1328,terminal
1329,1329,terminal
1330,1330,terminal
1331,1331,terminal
1332,1332,terminal
1333,1333,terminal
1334,1334,terminal
1335,1335,terminal
1336,1336,terminal
1337,1337,terminal
1338,1338,terminal
1339,1339,terminal
1340,1340,terminal
1341,1341,terminal
1342,1342,terminal
1343,1343,terminal
1344,1344,terminal
1345,1345,terminal
1346,1346,terminal
1347,1347,terminal
1348,1348,terminal
1349,1349,terminal
1350,1350,terminal
1351,1351,terminal
1352,1352,terminal
1353,1353,terminal
1354,1354,terminal
1355,1355,terminal
1356,1356,terminal
1357,1357,terminal
1358,1358,terminal
1359,1359,terminal
1360,1360,terminal
1361,1361,terminal
1362,1362,terminal
1363,1363,terminal
1364,1364,terminal
1365,1365,terminal
1366,1366,terminal
1367,1367,terminal
1368,1368,terminal
1369,1369,terminal
1370,1370,terminal
1371,1371,terminal
1372,1372,terminal
1373,1373,terminal
1374,1374,terminal
1375,1375,terminal
1376,1376,terminal
1377,1377,terminal
1378,1378,terminal
1379,1379,terminal
1380,1380,terminal
1381,1381,terminal
1382,1382,terminal
1383,1383,terminal
1384,1384,terminal
1385,1385,terminal
1386,1386,terminal
1387,1387,terminal
1388,1388,terminal
1389,1389,terminal
1390,1390,terminal
1391,1391,terminal
1392,1392,terminal
1393,1393,terminal
1394,1394,terminal
1395,1395,terminal
1396,1396,terminal
1397,1397,terminal
1398,1398,terminal
1399,1399,terminal
1400,1400,terminal
1401,1401,terminal
1402,1402,terminal
1403,1403,terminal
1404,1404,terminal
1405,1405,terminal
1406,1406,terminal
1407,1407,terminal
1408,1408,terminal
1409,1409,terminal
1410,1410,terminal
1411,1411,terminal
1412,1412,terminal
1413,1413,terminal
1414,1414,terminal
1415,1415,terminal
1416,1416,terminal
1417,1417,terminal
1418,1418,terminal
1419,1419,terminal
1420,1420,terminal
1421,1421,terminal
1422,1422,terminal
1423,1423,terminal
1424,1424,terminal
1425,1425,terminal
1426,1426,terminal
1427,1427,terminal
1428,1428,terminal
1429,1429,terminal
1430,1430,terminal
1431,1431,terminal
1432,1432,terminal
1433,1433,terminal
1434,1434,terminal
1435,1435,terminal
1436,1436,terminal
1437,1437,terminal
1438,1438,terminal
1439,1439,terminal
1440,1440,terminal
1441,1441,terminal
1442,1442,terminal
1443,1443,terminal
1444,1444,terminal
1445,1445,terminal
1446,1446,terminal
1447,1447,terminal
1448,1448,terminal
1449,1449,terminal
1450,1450,terminal
1451,1451,terminal
1452,1452,terminal
1453,1453,terminal
1454,1454,terminal
1455,1455,terminal
1456,1456,terminal
1457,1457,terminal
1458,1458,terminal
1459,1459,terminal
1460,1460,terminal
1461,1461,terminal
1462,1462,terminal
1463,1463,terminal
1464,1464,terminal
1465,1465,terminal
1466,1466,terminal
1467,1467,terminal
1468,1468,terminal
1469,1469,terminal
1470,1470,terminal
1471,1471,terminal
1472,1472,terminal
1473,1473,terminal
1474,1474,terminal
1475,1475,terminal
1476,1476,terminal
1477,1477,terminal
1478,1478,terminal
1479,1479,terminal
1480,1480,terminal
1481,1481,terminal
1482,1482,terminal
1483,1483,terminal
1484,1484,terminal
1485,1485,terminal
1486,1486,terminal
1487,1487,terminal
1488,1488,terminal
1489,1489,terminal
1490,1490,terminal
1491,1491,terminal
1492,1492,terminal
1493,1493,terminal
1494,1494,terminal
1495,1495,terminal
1496,1496,terminal
1497,1497,terminal
1498,1498,terminal
1499,1499,terminal
1500,1500,terminal
1501,1501,terminal
1502,1502,terminal
1503,1503,terminal
1504,1504,terminal
1505,1505,terminal
1506,1506,terminal
1507,1507,terminal
1508,1508,terminal
1509,1509,terminal
1510,1510,terminal
1511,1511,terminal
1512,1512,terminal
1513,1513,terminal
1514,1514,terminal
1515,1515,terminal
1516,1516,terminal
1517,1517,terminal
1518,1518,terminal
1519,1519,terminal
1520,1520,terminal
1521,1521,terminal
1522,1522,terminal
1523,1523,terminal
1524,1524,terminal
1525,1525,terminal
1526,1526,terminal
1527,1527,terminal
1528,1528,terminal
1529,1529,terminal
1530,1530,terminal
1531,1531,terminal
1532,1532,terminal
1533,1533,terminal
1534,1534,terminal
1535,1535,terminal
1536,1536,terminal
1537,1537,terminal
1538,1538,terminal
1539,1539,terminal
1540,1540,terminal
1541,1541,terminal
1542,1542,terminal
1543,1543,terminal
1544,1544,terminal
1545,1545,terminal
1546,1546,terminal
1547,1547,terminal
1548,1548,terminal
1549,1549,terminal
1550,1550,terminal
1551,1551,terminal
1552,1552,terminal
1553,1553,terminal
1554,1554,terminal
1555,1555,terminal
1556,1556,terminal
1557,1557,terminal
1558,1558,terminal
1559,1559,terminal
1560,1560,terminal
1561,1561,terminal
1562,1562,terminal
1563,1563,terminal
1564,1564,terminal
1565,1565,terminal
1566,1566,terminal
1567,1567,terminal
1568,1568,terminal
1569,1569,terminal
1570,1570,terminal
1571,1571,terminal
1572,1572,terminal
1573,1573,terminal
1574,1574,terminal
1575,1575,terminal
1576,1576,terminal
1577,1577,terminal
1578,1578,terminal
1579,1579,terminal
1580,1580,terminal
1581,1581,terminal
1582,1582,terminal
1583,1583,terminal
1584,1584,terminal
1585,1585,terminal
1586,1586,terminal
1587,1587,terminal
1588,1588,terminal
1589,1589,terminal
1590,1590,terminal
1591,1591,terminal
1592,1592,terminal
1593,1593,terminal
1594,1594,terminal
1595,1595,terminal
1596,1596,terminal
1597,1597,terminal
1598,1598,terminal
